,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
66,Sindh,Pakistan,3/19/2020,19,3,2020,26.009446,68.77680699999999,0,0,0,0,24139.84,54975.51,8227.67,0.0,0.0,0.0,190093.85,66410.82,478837.35,0.0,0.0,0.0,49907675.66,29.7463,1,1,1.0399,0,0.1649,1,262.89,635.08,92.13,77.82,188.01,27.28,31732,848,81.0,4.0,19.43,17.1,Clear.
67,Khyber Pakhtunkhwa,Pakistan,3/19/2020,19,3,2020,34.485332,72.09169,23,4,2,0,31831.58,109999.91,3649.09,31.39,14.94,56.85,282275.53,27730.13,886348.29,6.28,2.99,11.38,38100470.55,13.7983,1,1,1.0441,0,0.0031,1,403.9,1165.27,29.64,119.57,344.96,8.77,23948,643,64.16,5.16,50.0,27.95,Passing clouds.
68,Azad Jammu and Kashmir,Pakistan,3/19/2020,19,3,2020,34.027401,73.947253,1,0,0,0,218.37,806.95,23.38,0.04,0.02,0.07,2833.24,346.6,11137.4,0.0,0.0,0.0,4334762.096,18.9731,1,1,1.044,0,0.0012,1,8.58,36.86,1.17,2.54,10.91,0.35,2009,59,52.14,3.29,43.29,0.0,Passing clouds.
69,Gilgit-Baltistan,Pakistan,3/19/2020,19,3,2020,35.792146,74.982138,21,8,0,0,823.99,3070.39,130.4,3.89,2.0,6.84,38113.96,9745.89,138026.76,1.41,0.73,2.48,2227137.68,18.9731,1,1,1.0448,0,0.0115,1,144.67,528.59,25.0,42.83,156.48,7.4,1423,36,67.86,5.14,30.29,17.12,Passing clouds.
70,Balochistan,Pakistan,3/20/2020,20,3,2020,28.328491999999997,65.898403,103,22,0,0,4703.87,11686.91,911.16,6.47,3.54,11.13,97944.56,18122.33,303121.32,3.18,1.74,5.48,13398367.25,14.5215,1,1,1.0375,0,0.0635,1,332.73,1212.59,45.27,97.77,356.3,13.3,6767,201,50.57,7.0,36.29,0.0,Haze.
71,Islamabad,Pakistan,3/20/2020,20,3,2020,33.665087,73.121219,10,0,0,0,488.4,1131.62,144.15,0.11,0.07,0.19,7422.06,1774.34,20749.04,0.05,0.03,0.09,2155173.482,33.6699,1,1,1.0403,0,0.0486,1,20.3,74.85,2.19,5.97,21.99,0.64,2567,52,83.86,7.43,17.43,21.28,Clear.
72,Punjab,Pakistan,3/20/2020,20,3,2020,30.811346,72.13913199999999,104,21,0,0,65507.06,250050.49,11444.67,2.15,1.1,3.76,709762.27,87751.32,2720610.2,1.44,0.74,2.52,113939260.1,21.6947,1,1,1.0390000000000001,0,0.0096,1,1372.6,4963.91,108.43,403.31,1458.54,31.86,51809,1601,70.31,2.02,15.42,9.32,Clear.
73,Sindh,Pakistan,3/20/2020,20,3,2020,26.009446,68.77680699999999,0,0,0,0,26570.49,58359.55,9089.11,0.0,0.0,0.0,216664.34,75986.99,537196.91,0.0,0.0,0.0,49907675.66,36.4514,1,1,1.0365,0,0.1757,1,312.37,759.55,108.96,91.79,223.18,32.02,31732,848,83.86,7.43,17.43,21.28,Clear.
74,Khyber Pakhtunkhwa,Pakistan,3/20/2020,20,3,2020,34.485332,72.09169,27,4,2,0,34553.01,118611.95,4073.79,36.52,17.38,66.13,316828.54,31803.92,1004960.24,5.13,2.44,9.29,38100470.55,18.9846,1,1,1.0404,0,0.0053,1,468.7,1375.13,35.13,137.72,404.05,10.32,23948,643,55.11,4.73,50.41,24.45,Haze.
75,Azad Jammu and Kashmir,Pakistan,3/20/2020,20,3,2020,34.027401,73.947253,1,0,0,0,230.0,838.21,25.01,0.04,0.02,0.07,3063.24,374.02,11975.61,0.0,0.0,0.0,4334762.096,25.0624,1,1,1.0403,0,0.0022,1,9.55,40.73,1.26,2.81,11.97,0.37,2009,59,53.71,2.57,45.29,0.0,Clear.
76,Gilgit-Baltistan,Pakistan,3/20/2020,20,3,2020,35.792146,74.982138,30,9,0,0,753.06,2820.68,110.77,5.56,2.86,9.77,38867.03,10010.78,140782.51,1.67,0.86,2.93,2227137.68,25.0624,1,1,1.041,0,0.0148,1,156.23,594.57,26.52,45.91,174.7,7.79,1423,36,71.29,6.86,50.29,29.87,Clear.
77,Balochistan,Pakistan,3/21/2020,21,3,2020,28.328491999999997,65.898403,104,1,0,0,4880.18,11772.32,968.44,10.61,5.8,18.26,102824.74,19238.61,311121.34,4.14,2.27,7.13,13398367.25,19.2215,1,1,1.034,0,0.0828,1,369.73,1325.35,46.14,107.25,384.46,13.38,6767,201,53.43,13.43,35.71,0.0,Passing clouds.
78,Islamabad,Pakistan,3/21/2020,21,3,2020,33.665087,73.121219,11,1,0,0,498.81,1131.06,150.37,0.17,0.1,0.29,7920.87,1942.19,21837.71,0.06,0.04,0.11,2155173.482,40.4148,1,1,1.0365,0,0.0631,1,22.64,82.27,2.57,6.57,23.86,0.75,2567,52,70.0,10.43,38.43,25.49,Clear.
79,Punjab,Pakistan,3/21/2020,21,3,2020,30.811346,72.13913199999999,152,48,0,0,68273.46,258548.95,12530.9,5.19,2.66,9.09,778035.74,100955.98,2963168.96,3.04,1.56,5.33,113939260.1,28.0039,1,1,1.0354,0,0.0154,1,1695.35,6176.46,132.17,491.79,1791.68,38.34,51809,1601,65.67,5.46,37.62,17.4,Passing clouds.
80,Sindh,Pakistan,3/21/2020,21,3,2020,26.009446,68.77680699999999,0,0,0,0,29021.91,61178.4,9980.55,0.0,0.0,0.0,245686.25,86074.26,598375.31,0.0,0.0,0.0,49907675.66,43.2775,1,1,1.0331,0,0.1868,1,371.02,908.24,127.57,107.63,263.46,37.01,31732,848,70.0,10.43,38.43,25.49,Clear.
81,Khyber Pakhtunkhwa,Pakistan,3/21/2020,21,3,2020,34.485332,72.09169,31,4,2,0,37256.36,126503.45,4526.51,40.64,19.34,73.61,354084.9,36330.43,1131552.14,4.13,1.96,7.48,38100470.55,24.4886,1,1,1.0366,0,0.0088,1,545.45,1637.92,41.67,158.23,475.13,12.09,23948,643,62.57,9.27,49.0,25.14,Passing clouds.
82,Azad Jammu and Kashmir,Pakistan,3/21/2020,21,3,2020,34.027401,73.947253,1,0,0,0,241.33,874.93,27.19,0.04,0.02,0.07,3304.58,403.85,12842.94,0.0,0.0,0.0,4334762.096,31.4884,1,1,1.0366,0,0.004,1,10.63,45.05,1.35,3.08,13.07,0.39,2009,59,42.43,1.14,33.86,0.0,Passing clouds.
83,Gilgit-Baltistan,Pakistan,3/21/2020,21,3,2020,35.792146,74.982138,55,25,0,0,691.17,2663.05,94.42,7.48,3.85,13.16,39558.2,10263.97,143211.29,1.93,0.99,3.39,2227137.68,31.4884,1,1,1.0372,0,0.0188,1,166.28,657.96,27.77,48.23,190.86,8.06,1423,36,40.57,7.71,28.57,17.07,Partly sunny.
84,Balochistan,Pakistan,3/22/2020,22,3,2020,28.328491999999997,65.898403,108,4,1,1,5093.64,12207.96,1038.06,15.26,8.35,26.26,107918.38,20399.12,319432.74,4.65,2.54,8.0,13398367.25,24.0641,1,1,1.0305,0,0.1038,1,406.71,1427.52,52.45,116.38,408.47,15.01,6767,201,41.57,6.14,28.71,0.0,Passing clouds.
85,Islamabad,Pakistan,3/22/2020,22,3,2020,33.665087,73.121219,15,4,0,0,507.46,1125.06,156.43,0.23,0.14,0.38,8428.33,2119.16,22922.38,0.05,0.03,0.09,2155173.482,47.1114,1,1,1.0328,0,0.079,1,25.17,90.2,2.99,7.2,25.81,0.86,2567,52,70.29,6.0,48.57,25.54,Clear.
86,Punjab,Pakistan,3/22/2020,22,3,2020,30.811346,72.13913199999999,225,73,0,0,70914.24,266529.98,14010.6,10.37,5.32,18.18,848949.98,115447.02,3212245.89,5.18,2.66,9.09,113939260.1,34.4736,1,1,1.0318,0,0.0237,1,2073.82,7615.81,160.14,593.41,2179.2,45.82,51809,1601,72.23,4.96,42.38,17.42,Thunderstorms. Mostly cloudy.
87,Sindh,Pakistan,3/22/2020,22,3,2020,26.009446,68.77680699999999,0,0,0,0,31467.41,64344.38,10896.16,0.0,0.0,0.0,277153.67,97011.71,661943.63,0.0,0.0,0.0,49907675.66,49.9055,1,1,1.0297,0,0.198,1,442.0,1089.33,148.45,126.47,311.7,42.48,31732,848,70.29,6.0,48.57,25.54,Clear.
88,Khyber Pakhtunkhwa,Pakistan,3/22/2020,22,3,2020,34.485332,72.09169,34,3,3,1,39912.28,131766.33,5006.5,44.28,21.07,80.2,393997.18,41336.93,1265373.46,3.64,1.73,6.58,38100470.55,30.0615,1,1,1.0329,0,0.013999999999999999,1,629.26,1935.84,49.99,180.06,553.92,14.3,23948,643,56.7,10.5,62.32,26.57,Thundershowers. Partly cloudy.
89,Azad Jammu and Kashmir,Pakistan,3/22/2020,22,3,2020,34.027401,73.947253,1,0,0,0,252.26,908.1,29.71,0.04,0.02,0.07,3556.84,436.31,13737.06,0.0,0.0,0.0,4334762.096,37.9633,1,1,1.0328,0,0.0069,1,11.8,49.93,1.45,3.38,14.29,0.41,2009,59,46.71,1.57,40.43,0.0,Overcast.
90,Gilgit-Baltistan,Pakistan,3/22/2020,22,3,2020,35.792146,74.982138,71,16,1,1,637.72,2530.81,81.44,9.68,4.99,17.02,40195.92,10479.13,145356.9,2.2,1.13,3.86,2227137.68,37.9633,1,1,1.0334,0,0.0237,1,169.95,700.25,27.9,48.63,200.37,7.98,1423,36,54.0,7.86,58.14,21.4,Light rain. Overcast.
91,Balochistan,Pakistan,3/23/2020,23,3,2020,28.328491999999997,65.898403,110,2,1,0,5346.75,12731.18,1121.21,19.99,10.93,34.39,113265.13,21524.42,328016.27,4.72,2.58,8.12,13398367.25,28.7848,1,1,1.0270000000000001,0,0.125,1,448.09,1536.59,59.38,127.16,436.06,16.85,6767,201,33.57,13.14,23.71,0.0,Overcast.
92,Islamabad,Pakistan,3/23/2020,23,3,2020,33.665087,73.121219,15,0,0,0,514.45,1114.11,162.34,0.25,0.15,0.41,8942.78,2305.14,23998.84,0.02,0.01,0.03,2155173.482,53.4968,1,1,1.0290000000000001,0,0.0951,1,28.27,99.95,3.51,8.02,28.36,1.0,2567,52,46.29,3.57,22.14,12.79,Clear.
93,Punjab,Pakistan,3/23/2020,23,3,2020,30.811346,72.13913199999999,249,24,0,0,73431.1,275743.44,15633.87,18.1,9.28,31.74,922381.08,131233.61,3481318.45,7.73,3.96,13.55,113939260.1,40.7676,1,1,1.0281,0,0.0353,1,2537.85,9358.91,204.63,720.21,2655.93,58.07,51809,1601,63.4,1.9,18.69,9.35,Passing clouds.
94,Sindh,Pakistan,3/23/2020,23,3,2020,26.009446,68.77680699999999,0,0,0,0,33881.53,67615.72,11830.64,0.0,0.0,0.0,311035.19,108893.72,727475.95,0.0,0.0,0.0,49907675.66,56.0101,1,1,1.0263,0,0.2095,1,534.3,1321.22,175.03,151.63,374.94,49.67,31732,848,46.29,3.57,22.14,12.79,Clear.
95,Khyber Pakhtunkhwa,Pakistan,3/23/2020,23,3,2020,34.485332,72.09169,38,4,3,0,42494.08,135988.15,5512.58,47.98,22.83,86.9,436491.26,46849.51,1405590.19,3.7,1.76,6.7,38100470.55,35.4053,1,1,1.0291,0,0.0215,1,735.81,2318.02,60.49,208.81,657.82,17.17,23948,643,61.27,4.23,47.2,24.54,Passing clouds.
96,Azad Jammu and Kashmir,Pakistan,3/23/2020,23,3,2020,34.027401,73.947253,1,0,0,0,262.7,936.6,32.49,0.04,0.02,0.07,3819.54,471.64,14655.46,0.0,0.0,0.0,4334762.096,44.1576,1,1,1.0291,0,0.0115,1,13.28,56.37,1.58,3.77,16.0,0.45,2009,59,27.57,0.86,26.71,0.0,Clear.
97,Gilgit-Baltistan,Pakistan,3/23/2020,23,3,2020,35.792146,74.982138,80,9,1,0,591.99,2400.96,72.11,12.15,6.26,21.37,40787.91,10717.34,147260.19,2.47,1.27,4.35,2227137.68,44.1576,1,1,1.0296,0,0.0295,1,174.0,745.98,28.77,49.38,211.7,8.16,1423,36,29.43,3.71,11.29,8.54,Passing clouds.
98,Balochistan,Pakistan,3/24/2020,24,3,2020,28.328491999999997,65.898403,115,5,1,0,5642.49,13551.41,1219.34,24.43,13.36,42.03,118907.62,22747.79,336972.99,4.44,2.43,7.64,13398367.25,33.1243,1,1,1.0236,0,0.1447,1,478.83,1624.83,61.59,136.38,462.76,17.54,6767,201,41.0,11.71,43.14,0.0,Overcast.
99,Islamabad,Pakistan,3/24/2020,24,3,2020,33.665087,73.121219,16,1,0,0,519.92,1093.11,167.79,0.25,0.15,0.41,9462.7,2500.0,25063.3,0.0,0.0,0.0,2155173.482,59.3113,1,1,1.0253,0,0.1101,1,31.6,110.16,4.09,9.0,31.37,1.16,2567,52,57.14,1.57,13.71,8.53,Clear.
100,Punjab,Pakistan,3/24/2020,24,3,2020,30.811346,72.13913199999999,296,47,1,1,75828.07,283957.79,17072.29,28.58,14.66,50.11,998209.15,148305.9,3759743.55,10.48,5.38,18.38,113939260.1,46.5517,1,1,1.0245,0,0.0507,1,3060.49,11330.58,260.94,871.65,3227.03,74.32,51809,1601,68.35,3.17,29.85,14.92,Mostly cloudy.
101,Sindh,Pakistan,3/24/2020,24,3,2020,26.009446,68.77680699999999,0,0,0,0,36240.77,70222.28,12703.46,0.0,0.0,0.0,347275.96,121736.51,794564.84,0.0,0.0,0.0,49907675.66,61.2985,1,1,1.0229,0,0.2212,1,644.58,1582.55,206.57,183.58,450.72,58.83,31732,848,57.14,1.57,13.71,8.53,Clear.
102,Khyber Pakhtunkhwa,Pakistan,3/24/2020,24,3,2020,34.485332,72.09169,78,40,3,0,44978.62,139208.36,6043.05,52.25,24.86,94.64,481469.88,52892.56,1551312.96,4.28,2.03,7.74,38100470.55,40.2193,1,1,1.0253,0,0.0318,1,861.82,2769.06,72.72,245.45,788.65,20.71,23948,643,53.23,4.89,51.14,23.83,Passing clouds.
103,Azad Jammu and Kashmir,Pakistan,3/24/2020,24,3,2020,34.027401,73.947253,1,0,0,0,272.58,960.23,35.56,0.04,0.02,0.08,4092.12,510.11,15595.47,0.0,0.0,0.0,4334762.096,49.7512,1,1,1.0253,0,0.0186,1,14.94,63.37,1.75,4.26,18.05,0.5,2009,59,36.14,2.14,43.0,0.0,Clear.
104,Gilgit-Baltistan,Pakistan,3/24/2020,24,3,2020,35.792146,74.982138,81,1,1,0,553.28,2275.39,65.64,14.9,7.68,26.21,41341.19,10928.17,148958.46,2.75,1.42,4.83,2227137.68,49.7512,1,1,1.0258,0,0.0363,1,176.76,785.47,29.27,50.34,223.71,8.34,1423,36,47.29,4.43,44.29,21.36,Overcast.
105,Balochistan,Pakistan,3/25/2020,25,3,2020,28.328491999999997,65.898403,131,16,1,0,5984.23,14427.49,1334.17,28.32,15.49,48.72,124891.85,24085.71,346406.82,3.89,2.13,6.69,13398367.25,36.8789,1,1,1.0218,0,0.1608,1,501.3,1694.42,63.61,144.03,486.82,18.28,6767,201,33.57,7.86,29.29,0.0,Haze.
106,Islamabad,Pakistan,3/25/2020,25,3,2020,33.665087,73.121219,25,9,0,0,524.05,1069.34,172.7,0.25,0.15,0.41,9986.75,2686.66,26142.24,0.0,0.0,0.0,2155173.482,64.3487,1,1,1.0234,0,0.1227,1,35.09,120.97,4.66,10.08,34.76,1.34,2567,52,46.86,6.0,21.86,12.76,Clear.
107,Punjab,Pakistan,3/25/2020,25,3,2020,30.811346,72.13913199999999,323,27,2,1,78111.24,291210.62,18329.99,41.82,21.45,73.33,1076320.38,166635.9,4043130.05,13.24,6.79,23.22,113939260.1,51.5577,1,1,1.0227,0,0.0702,1,3633.55,13523.2,321.06,1043.94,3885.3,92.24,51809,1601,60.19,5.33,57.35,22.38,Passing clouds.
108,Sindh,Pakistan,3/25/2020,25,3,2020,26.009446,68.77680699999999,0,0,0,0,38523.87,72449.07,13553.38,0.0,0.0,0.0,385799.83,135494.08,862829.43,0.0,0.0,0.0,49907675.66,65.5817,1,1,1.0212,0,0.233,1,776.84,1875.95,245.81,223.19,538.97,70.62,31732,848,46.86,6.0,21.86,12.76,Clear.
109,Khyber Pakhtunkhwa,Pakistan,3/25/2020,25,3,2020,34.485332,72.09169,121,43,3,0,47346.62,141457.36,6595.57,57.58,27.4,104.28,528816.5,59488.13,1701624.81,5.32,2.53,9.64,38100470.55,44.2766,1,1,1.0235,0,0.0455,1,1014.27,3335.5,87.01,291.41,958.31,25.0,23948,643,43.86,5.0,61.48,21.79,Rain. Partly cloudy.
110,Azad Jammu and Kashmir,Pakistan,3/25/2020,25,3,2020,34.027401,73.947253,1,0,0,0,281.86,983.6,38.95,0.06,0.03,0.1,4373.98,552.0,16554.34,0.01,0.01,0.02,4334762.096,54.5016,1,1,1.0234,0,0.028999999999999998,1,16.79,71.06,1.93,4.82,20.42,0.55,2009,59,26.57,1.14,49.14,0.0,Overcast.
111,Gilgit-Baltistan,Pakistan,3/25/2020,25,3,2020,35.792146,74.982138,84,3,1,0,520.87,2088.03,63.58,17.91,9.23,31.5,41862.06,11132.73,150485.13,3.01,1.55,5.29,2227137.68,54.5016,1,1,1.0238,0,0.0443,1,178.83,819.83,29.42,51.38,235.54,8.45,1423,36,8.71,0.0,0.0,0.0,Fog.
112,Balochistan,Pakistan,3/26/2020,26,3,2020,28.328491999999997,65.898403,132,1,1,0,6375.79,15374.13,1447.49,31.47,17.21,54.14,131267.64,25556.59,356426.54,3.15,1.73,5.43,13398367.25,39.9218,1,1,1.02,0,0.1716,1,519.41,1747.47,65.4,150.58,506.59,18.96,6767,201,58.14,13.43,48.29,0.0,Passing clouds.
113,Islamabad,Pakistan,3/26/2020,26,3,2020,33.665087,73.121219,27,2,0,0,527.05,1044.63,177.45,0.25,0.15,0.41,10513.8,2862.13,27199.13,0.0,0.0,0.0,2155173.482,68.4793,1,1,1.0215,0,0.1313,1,38.73,132.29,5.08,11.23,38.35,1.47,2567,52,81.43,4.29,41.14,21.28,Clear.
114,Punjab,Pakistan,3/26/2020,26,3,2020,30.811346,72.13913199999999,408,85,3,1,80288.61,297506.26,19542.14,57.63,29.57,101.06,1156608.99,187969.79,4330734.62,15.81,8.11,27.73,113939260.1,55.6151,1,1,1.0208,0,0.0934,1,4240.02,15954.74,378.83,1229.17,4625.25,109.82,51809,1601,48.94,4.31,38.48,17.43,Passing clouds.
115,Sindh,Pakistan,3/26/2020,26,3,2020,26.009446,68.77680699999999,0,0,0,0,40712.47,75527.66,14407.24,0.0,0.0,0.0,426512.3,150217.86,931919.33,0.0,0.0,0.0,49907675.66,68.7883,1,1,1.0194,0,0.2449,1,934.07,2220.41,292.65,270.79,643.69,84.84,31732,848,81.43,4.29,41.14,21.28,Clear.
116,Khyber Pakhtunkhwa,Pakistan,3/26/2020,26,3,2020,34.485332,72.09169,147,26,3,0,49582.8,142789.48,7167.13,64.38,30.63,116.6,578399.31,66655.27,1855606.35,6.8,3.24,12.32,38100470.55,47.4508,1,1,1.0215,0,0.0628,1,1198.85,4025.21,103.56,347.54,1166.9,30.02,23948,643,42.32,4.64,40.66,16.36,Fog.
117,Azad Jammu and Kashmir,Pakistan,3/26/2020,26,3,2020,34.027401,73.947253,2,1,0,0,290.52,1011.31,42.67,0.09,0.04,0.15,4664.5,597.63,17529.37,0.03,0.01,0.05,4334762.096,58.2693,1,1,1.0215,0,0.0436,1,18.83,79.44,2.13,5.46,23.03,0.62,2009,59,34.71,2.0,42.43,0.0,Overcast.
118,Gilgit-Baltistan,Pakistan,3/26/2020,26,3,2020,35.792146,74.982138,91,7,1,0,494.12,1907.05,60.84,21.16,10.9,37.22,42356.18,11335.38,151869.88,3.25,1.67,5.72,2227137.68,58.2693,1,1,1.0219,0,0.0534,1,180.6,847.05,30.42,52.35,245.56,8.82,1423,36,57.29,4.14,51.57,21.41,Fog.
119,Balochistan,Pakistan,3/27/2020,27,3,2020,28.328491999999997,65.898403,133,1,1,0,6821.42,16323.3,1567.61,33.79,18.48,58.13,138089.06,27181.02,367147.69,2.32,1.27,3.98,13398367.25,42.2077,1,1,1.0164,0,0.1817,1,535.14,1789.69,66.47,156.62,523.78,19.45,6767,201,41.71,9.14,35.29,0.0,Partly sunny.
120,Islamabad,Pakistan,3/27/2020,27,3,2020,33.665087,73.121219,36,9,0,0,529.12,1027.66,181.94,0.25,0.15,0.42,11042.93,3042.49,28230.68,0.0,0.0,0.0,2155173.482,71.6542,1,1,1.0176,0,0.1395,1,42.57,144.01,5.47,12.46,42.15,1.6,2567,52,55.0,6.43,35.14,21.37,Overcast.
121,Punjab,Pakistan,3/27/2020,27,3,2020,30.811346,72.13913199999999,490,82,5,2,82369.26,302849.18,20694.71,75.62,38.8,132.61,1238978.25,211432.7,4621843.96,17.99,9.23,31.55,113939260.1,58.6577,1,1,1.0170000000000001,0,0.1194,1,4878.85,18591.78,441.04,1427.88,5441.21,129.08,51809,1601,52.21,5.33,60.79,21.83,Passing clouds.
122,Sindh,Pakistan,3/27/2020,27,3,2020,26.009446,68.77680699999999,0,0,0,0,42791.97,78477.22,15264.43,0.0,0.0,0.0,469304.26,165931.03,1001516.91,0.0,0.0,0.0,49907675.66,70.9479,1,1,1.0159,0,0.2569,1,1119.01,2618.05,347.4,327.5,766.22,101.67,31732,848,55.0,6.43,35.14,21.37,Overcast.
123,Khyber Pakhtunkhwa,Pakistan,3/27/2020,27,3,2020,34.485332,72.09169,180,33,3,0,51675.86,143276.44,7754.38,73.05,34.76,132.3,630075.17,74409.65,2012356.81,8.67,4.13,15.7,38100470.55,49.7148,1,1,1.0176,0,0.0833,1,1418.84,4840.95,122.58,415.25,1416.79,35.88,23948,643,42.32,4.64,40.66,16.36,Fog.
124,Azad Jammu and Kashmir,Pakistan,3/27/2020,27,3,2020,34.027401,73.947253,3,1,0,0,298.59,1035.53,46.76,0.13,0.06,0.22,4963.09,647.35,18518.03,0.04,0.02,0.07,4334762.096,61.0176,1,1,1.0176,0,0.063,1,21.06,88.48,2.35,6.16,25.89,0.69,2009,59,38.71,1.86,48.14,0.0,Partly sunny.
125,Gilgit-Baltistan,Pakistan,3/27/2020,27,3,2020,35.792146,74.982138,107,16,1,0,472.43,1758.11,56.11,24.62,12.68,43.3,42828.61,11620.09,153138.91,3.46,1.78,6.08,2227137.68,61.0176,1,1,1.0179,0,0.0636,1,181.41,848.52,29.62,53.09,248.33,8.67,1423,36,39.14,3.43,28.71,12.83,Fog.
126,Balochistan,Pakistan,3/28/2020,28,3,2020,28.328491999999997,65.898403,138,5,1,0,7325.85,16926.91,1677.72,35.25,19.28,60.64,145414.91,28981.99,378694.07,1.46,0.8,2.51,13398367.25,43.7625,1,1,1.0127,0,0.1914,1,548.21,1802.44,65.63,161.24,530.14,19.3,6767,201,31.57,10.29,26.71,0.0,Overcast.
127,Islamabad,Pakistan,3/28/2020,28,3,2020,33.665087,73.121219,43,7,0,0,530.49,1007.93,185.82,0.25,0.15,0.42,11573.42,3227.67,29234.94,0.0,0.0,0.0,2155173.482,73.9018,1,1,1.0137,0,0.1474,1,46.52,155.6,5.95,13.68,45.77,1.75,2567,52,56.86,8.86,31.29,21.35,Passing clouds.
128,Punjab,Pakistan,3/28/2020,28,3,2020,30.811346,72.13913199999999,558,68,5,0,84362.81,306537.92,21778.63,95.19,48.84,166.94,1323341.06,236900.98,4915781.73,19.57,10.04,34.32,113939260.1,60.7164,1,1,1.0132,0,0.1468,1,5531.66,21347.09,515.08,1626.99,6278.66,151.5,51809,1601,53.81,3.75,34.33,14.32,Drizzle. Mostly cloudy.
129,Sindh,Pakistan,3/28/2020,28,3,2020,26.009446,68.77680699999999,0,0,0,0,44751.41,81064.61,16124.53,0.0,0.0,0.0,514055.68,182643.66,1071340.37,0.0,0.0,0.0,49907675.66,72.1665,1,1,1.0124,0,0.26899999999999996,1,1330.09,3068.78,409.53,391.21,902.6,120.45,31732,848,56.86,8.86,31.29,21.35,Passing clouds.
130,Khyber Pakhtunkhwa,Pakistan,3/28/2020,28,3,2020,34.485332,72.09169,188,8,4,1,53618.42,143001.9,8353.8,83.94,39.94,152.02,683693.59,82763.45,2168681.04,10.89,5.18,19.71,38100470.55,51.1261,1,1,1.0137,0,0.1063,1,1669.82,5767.02,144.19,491.13,1696.21,42.41,23948,643,33.16,4.41,46.82,16.32,Partly cloudy.
131,Azad Jammu and Kashmir,Pakistan,3/28/2020,28,3,2020,34.027401,73.947253,4,1,0,0,306.1,1056.31,50.47,0.17,0.08,0.29,5269.18,701.53,19517.93,0.04,0.02,0.07,4334762.096,62.8008,1,1,1.0137,0,0.0877,1,23.42,97.85,2.6,6.89,28.78,0.76,2009,59,24.86,4.29,50.86,0.0,Overcast.
132,Gilgit-Baltistan,Pakistan,3/28/2020,28,3,2020,35.792146,74.982138,116,9,1,0,455.3,1657.45,54.78,28.25,14.55,49.67,43283.91,11903.31,154314.88,3.63,1.87,6.37,2227137.68,62.8008,1,1,1.0139,0,0.075,1,180.23,834.57,26.11,53.01,245.46,7.68,1423,36,41.86,5.0,5.71,17.08,Fog.
133,Balochistan,Pakistan,3/29/2020,29,3,2020,28.328491999999997,65.898403,144,6,1,0,7894.12,18043.63,1799.7,35.91,19.64,61.78,153309.03,30985.11,391463.23,0.66,0.36,1.14,13398367.25,44.6614,1,1,1.0091,0,0.201,1,562.85,1812.94,64.63,166.2,535.32,19.08,6767,201,31.57,10.29,26.71,0.0,Overcast.
134,Islamabad,Pakistan,3/29/2020,29,3,2020,33.665087,73.121219,51,8,0,0,531.39,1005.84,190.0,0.25,0.15,0.42,12104.81,3417.67,30210.71,0.0,0.0,0.0,2155173.482,75.3148,1,1,1.0098,0,0.1551,1,50.88,167.85,6.67,15.02,49.56,1.97,2567,52,65.57,4.71,35.71,17.08,Clear.
135,Punjab,Pakistan,3/29/2020,29,3,2020,30.811346,72.13913199999999,593,35,6,1,86280.52,309139.68,22787.47,115.58,59.3,202.71,1409621.58,262094.31,5211916.0,20.4,10.46,35.77,113939260.1,61.9004,1,1,1.0095,0,0.1733,1,6229.11,24286.51,601.23,1839.31,7171.24,177.53,51809,1601,65.52,4.21,41.17,18.69,Passing clouds.
136,Sindh,Pakistan,3/29/2020,29,3,2020,26.009446,68.77680699999999,0,0,0,0,46583.45,83699.16,16987.25,0.0,0.0,0.0,560639.13,200364.45,1141145.45,0.0,0.0,0.0,49907675.66,72.5994,1,1,1.0088,0,0.281,1,1576.4,3589.15,481.75,465.48,1059.79,142.25,31732,848,65.57,4.71,35.71,17.08,Clear.
137,Khyber Pakhtunkhwa,Pakistan,3/29/2020,29,3,2020,34.485332,72.09169,195,7,5,1,55406.22,142056.49,8961.27,97.34,46.32,176.3,739099.81,91724.72,2324767.96,13.41,6.38,24.28,38100470.55,51.8055,1,1,1.0098,0,0.1305,1,1960.5,6832.42,169.01,578.89,2017.45,49.91,23948,643,34.23,3.5,43.64,16.38,Partly cloudy.
138,Azad Jammu and Kashmir,Pakistan,3/29/2020,29,3,2020,34.027401,73.947253,6,2,0,0,313.1,1073.71,54.03,0.2,0.1,0.35,5582.28,755.28,20526.84,0.03,0.02,0.06,4334762.096,63.7433,1,1,1.0098,0,0.1173,1,26.03,108.05,2.89,7.69,31.91,0.85,2009,59,30.57,2.14,38.0,0.0,Overcast.
