Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Balochistan,Pakistan,2021-01-05,28.328492,65.898403,18254.0,185.0,17829.0,7478.92,10453.03,4373.32,6019.67,3297.41,10353.35,5897401.0,3939162.0,7266914.0,13.92,7.63,23.94,0.43,0.43,0.43,185.73,185.59,185.97,22.6,22.6,22.6,0.0,0.0,0.0,5897401.0,3939162.0,7266914.0,0.0,0.0,0.0,7478.923,4373.317,10453.03,13398367.0,13.6829,1,1,1.1367,0,0.2802,1,539.5,942.76,265.0,94.27,164.74,46.31,56.47,109.57,23.91,0.0,0.0,0.0,56.4675,109.5736,23.90551
Gilgit-Baltistan,Pakistan,2021-01-05,35.792146,74.982138,4870.0,101.0,4717.0,254.93,459.08,104.06,1963.66,1016.03,3446.25,1122668.0,640955.8,1507985.0,0.77,0.41,1.33,0.04,0.04,0.04,101.88,101.63,102.27,2.74,2.74,2.74,0.0,0.0,0.0,1122668.0,640955.8,1507985.0,0.0,0.0,0.0,254.9329,104.0608,459.0757,2227138.0,6.7932,1,1,1.1494,0,0.3257,1,36.23,63.9,18.03,6.33,11.17,3.15,2.53,5.09,1.08,0.0,0.0,0.0,2.527338,5.085349,1.082124
Islamabad,Pakistan,2021-01-05,33.665087,73.121219,38395.0,428.0,35253.0,1409.39,2194.88,721.12,1262.44,764.88,2060.89,770917.8,411256.2,1096673.0,6.69,4.05,10.94,2.3,2.29,2.3,433.21,431.86,434.91,136.03,136.03,136.03,0.0,0.0,0.0,770917.8,411256.2,1096673.0,0.0,0.0,0.0,1409.393,721.1159,2194.883,2155173.0,-4.8725,1,1,1.1467,0,0.5313,1,272.89,410.26,137.32,47.69,71.69,24.0,22.82,35.36,10.42,0.0,0.0,0.0,22.82451,35.35793,10.41684
Khyber Pakhtunkhwa,Pakistan,2021-01-05,34.485332,72.09169,59729.0,1683.0,54668.0,69008.04,96399.41,40971.64,31221.99,14861.31,56540.07,22290390.0,13701056.0,26225071.0,155.76,74.13,282.08,8.43,8.43,8.43,1689.91,1689.62,1690.37,254.53,254.53,254.53,0.0,0.0,0.0,22290390.0,13701056.0,26225071.0,0.0,0.0,0.0,69008.04,40971.64,96399.41,38100471.0,17.4027,1,1,1.147,0,0.3657,1,5272.47,10212.12,2499.41,921.33,1784.49,436.75,454.96,1002.93,159.5,0.0,0.0,0.0,454.9613,1002.928,159.5004
Punjab,Pakistan,2021-01-05,30.811346,72.139132,141393.0,4160.0,126225.0,117338.4,159078.5,85051.25,72467.91,37185.51,127084.3,36465201.0,29220369.0,44539879.0,417.43,214.19,732.05,24.0,24.0,24.0,4166.84,4166.57,4167.26,690.96,690.96,690.96,0.0,0.0,0.0,36465201.0,29220369.0,44539879.0,0.0,0.0,0.0,117338.4,85051.25,159078.5,113939260.0,8.0346,1,1,1.1422,0,0.4063,1,15797.1,24750.42,8719.07,2760.43,4324.95,1523.59,1360.32,2449.18,638.19,0.0,0.0,0.0,1360.322,2449.182,638.1941
Sindh,Pakistan,2021-01-05,26.009446,68.776807,219452.0,3623.0,197870.0,107192.5,134010.5,80910.17,42002.84,22282.27,71118.03,28405651.0,22255526.0,34512674.0,172.85,91.69,292.66,14.79,14.79,14.79,3593.72,3593.37,3594.25,1049.46,1049.46,1049.46,0.0,0.0,0.0,28405651.0,22255526.0,34512674.0,0.0,0.0,0.0,107192.5,80910.17,134010.5,49907676.0,3.583,1,1,1.1328,0,0.5372,1,7700.31,11150.94,4672.85,1345.57,1948.54,816.55,759.47,1194.08,435.59,0.0,0.0,0.0,759.4727,1194.076,435.5851
Azad Jammu and Kashmir,Pakistan,2022-01-05,34.027401,73.947253,34676.0,746.0,,6198.2,13221.27,1730.01,8646.97,4336.06,14915.41,3787595.0,3093801.0,4697864.0,1.68,0.86,2.88,0.15,0.14,0.15,748.09,747.19,749.56,5.1,5.1,5.1,74013.36,55555.79,104095.3,3713582.0,3036832.0,4592182.0,2741.247,770.5251,5922.659,3456.956,973.9711,7298.613,4334762.0,41.0926,1,1,1.1469,0,0.3775,1,42.66,87.26,21.43,7.57,14.57,3.75,5.16,16.65,0.77,2.097873,6.69612,0.3123158,3.059249,9.892794,0.4547722
Balochistan,Pakistan,2022-01-05,28.328492,65.898403,33653.0,365.0,,6994.23,16002.83,1894.71,11860.9,6498.23,20398.11,9832745.0,6718526.0,12293051.0,11.61,6.36,19.95,0.36,0.36,0.36,365.96,365.64,366.41,2.39,2.39,2.39,101773.0,70028.31,148294.3,9730972.0,6643382.0,12163078.0,2376.131,564.2687,5629.244,4618.099,1329.421,10373.58,13398367.0,39.6118,1,1,1.1367,0,0.2535,1,97.02,179.14,44.29,17.23,31.53,8.08,2.82,6.23,0.55,0.872287,1.935684,0.1708693,1.947097,4.296812,0.3817975
Gilgit-Baltistan,Pakistan,2022-01-05,35.792146,74.982138,10429.0,186.0,,892.29,1874.93,422.58,3605.19,1866.75,6324.52,1913403.0,1267957.0,2569392.0,0.01,0.0,0.02,0.0,0.0,0.0,187.07,186.51,187.95,0.07,0.06,0.07,20216.1,12091.03,30637.18,1893187.0,1250704.0,2539994.0,318.2853,149.6833,674.1737,574.0062,272.5279,1200.756,2227138.0,41.0926,1,1,1.1494,0,0.3519,1,0.41,0.88,0.12,0.09,0.18,0.02,0.04,0.08,0.02,0.01490002,0.02824316,0.00588711,0.02970385,0.05666079,0.01212322
Islamabad,Pakistan,2022-01-05,33.665087,73.121219,108880.0,967.0,,11006.94,28018.54,3765.61,2838.85,1720.14,4634.12,1649481.0,898080.1,2519506.0,0.03,0.03,0.03,0.01,0.01,0.02,974.18,971.08,978.06,76.03,76.03,76.03,76080.47,27118.89,175738.3,1573401.0,865675.9,2363773.0,4805.506,1598.768,12433.66,6201.434,2190.829,15584.88,2155173.0,37.0063,1,1,1.1467,0,0.394,1,91.93,259.16,37.61,16.45,47.63,6.41,18.01,53.84,4.83,7.517853,23.0006,1.797043,10.49534,30.83881,3.014395
Khyber Pakhtunkhwa,Pakistan,2022-01-05,34.485332,72.09169,181537.0,5935.0,,62139.01,130902.6,18941.99,109708.5,52214.01,198680.9,55937540.0,28324410.0,91203274.0,27.74,13.22,50.22,1.5,1.5,1.5,5937.95,5937.31,5938.97,39.74,39.74,39.74,1813250.0,422087.6,5766128.0,54124290.0,27885517.0,86279803.0,23369.0,6877.408,48756.77,38770.01,12064.58,82145.87,38100471.0,44.7858,1,1,1.147,0,0.2726,1,1401.47,5892.99,286.65,246.84,1016.68,50.99,147.87,644.86,18.3,62.62868,271.8001,7.147158,85.24516,373.4971,11.15339
Punjab,Pakistan,2022-01-05,30.811346,72.139132,445940.0,13076.0,,280780.4,419413.4,184774.9,227431.1,116698.2,398843.2,85598831.0,65283464.0,109759063.0,16.18,8.32,28.35,0.93,0.93,0.93,13077.04,13076.43,13077.99,305.53,305.53,305.53,2589295.0,1477123.0,4807181.0,83009537.0,63861946.0,105440843.0,120624.4,79228.96,181014.9,160156.0,105611.3,238671.3,113939260.0,42.232,1,1,1.1422,0,0.4142,1,1762.53,5313.83,827.04,314.48,944.23,148.76,276.67,887.29,118.88,126.1657,417.3476,53.39953,150.5076,469.9473,65.1153
Sindh,Pakistan,2022-01-05,26.009446,68.776807,483648.0,7675.0,,510202.4,848577.3,330533.4,89291.28,47369.45,151184.1,58397560.0,43591367.0,79043091.0,13.39,7.12,22.65,1.15,1.14,1.15,7639.68,7638.85,7640.94,577.32,577.32,577.32,3476582.0,1871440.0,7004174.0,54920978.0,41535614.0,72044151.0,215202.3,139076.0,369840.5,295000.2,191457.4,478736.8,49907676.0,38.5756,1,1,1.1328,0,0.4148,1,2955.59,9586.95,1085.25,528.37,1693.23,188.47,489.01,1543.4,153.68,209.9403,667.1614,63.75795,279.0734,876.2349,89.45808
Azad Jammu and Kashmir,Pakistan,2021-01-06,34.027401,73.947253,8396.0,229.0,7833.0,4585.81,6939.74,2798.91,2676.77,1343.51,4615.47,1392825.0,1114932.0,1677476.0,16.55,8.29,28.55,1.43,1.43,1.43,231.6,231.21,232.24,21.53,21.53,21.53,0.0,0.0,0.0,1392825.0,1114932.0,1677476.0,0.0,0.0,0.0,4585.812,2798.905,6939.736,4334762.0,6.5507,1,1,1.1482,0,0.4257,1,512.69,884.83,261.34,90.04,155.39,45.9,59.89,116.83,22.08,0.0,0.0,0.0,59.88883,116.8294,22.0755
Balochistan,Pakistan,2021-01-06,28.328492,65.898403,18280.0,186.0,17857.0,7017.76,10268.66,3649.22,6033.6,3305.04,10377.29,5904419.0,3945045.0,7276508.0,13.92,7.63,23.94,0.43,0.43,0.43,186.16,186.01,186.4,23.24,23.24,23.24,0.0,0.0,0.0,5904419.0,3945045.0,7276508.0,0.0,0.0,0.0,7017.762,3649.219,10268.66,13398367.0,12.8205,1,1,1.138,0,0.279,1,549.03,967.09,271.13,96.42,169.84,47.62,55.93,108.36,24.17,0.0,0.0,0.0,55.92806,108.3595,24.17474
Gilgit-Baltistan,Pakistan,2021-01-06,35.792146,74.982138,4873.0,101.0,4717.0,300.62,476.9,153.65,1964.43,1016.44,3447.59,1122969.0,641164.0,1508357.0,0.77,0.41,1.33,0.04,0.04,0.04,101.92,101.67,102.32,2.21,2.21,2.21,0.0,0.0,0.0,1122969.0,641164.0,1508357.0,0.0,0.0,0.0,300.6206,153.6525,476.8992,2227138.0,6.5507,1,1,1.1508,0,0.3264,1,33.64,59.37,16.5,5.91,10.43,2.9,2.09,4.63,0.89,0.0,0.0,0.0,2.09271,4.627909,0.8927347
Islamabad,Pakistan,2021-01-06,33.665087,73.121219,38531.0,432.0,35609.0,1303.3,2022.34,679.08,1268.71,768.68,2071.14,772221.1,411935.3,1098566.0,6.28,3.8,10.26,2.15,2.15,2.16,435.37,434.01,437.07,137.46,137.46,137.46,0.0,0.0,0.0,772221.1,411935.3,1098566.0,0.0,0.0,0.0,1303.3,679.0757,2022.339,2155173.0,-5.0452,1,1,1.148,0,0.5305,1,265.89,401.3,137.39,46.69,70.48,24.13,22.88,37.6,10.66,0.0,0.0,0.0,22.87772,37.60409,10.65816
Khyber Pakhtunkhwa,Pakistan,2021-01-06,34.485332,72.09169,59955.0,1695.0,55025.0,67089.89,93870.78,39443.91,31371.16,14932.3,56810.19,22357480.0,13747865.0,26311537.0,149.16,70.99,270.13,8.07,8.07,8.07,1697.98,1697.69,1698.44,258.67,258.67,258.67,0.0,0.0,0.0,22357480.0,13747865.0,26311537.0,0.0,0.0,0.0,67089.89,39443.91,93870.78,38100471.0,17.3332,1,1,1.1484,0,0.3625,1,5218.54,10138.17,2480.5,916.46,1780.43,435.62,462.32,1016.64,163.48,0.0,0.0,0.0,462.323,1016.637,163.4813
Punjab,Pakistan,2021-01-06,30.811346,72.139132,142058.0,4184.0,128775.0,115462.2,157692.3,86280.75,72850.56,37381.85,127755.3,36580663.0,29317863.0,44676186.0,382.65,196.34,671.05,22.0,22.0,22.0,4188.84,4188.57,4189.26,677.96,677.96,677.96,0.0,0.0,0.0,36580663.0,29317863.0,44676186.0,0.0,0.0,0.0,115462.2,86280.75,157692.3,113939260.0,7.7961,1,1,1.1435,0,0.4034,1,15702.34,24670.89,8647.04,2757.59,4332.61,1518.56,1341.07,2424.58,628.94,0.0,0.0,0.0,1341.072,2424.58,628.9446
Sindh,Pakistan,2021-01-06,26.009446,68.776807,220501.0,3634.0,198577.0,103626.0,127447.4,75767.15,42166.51,22369.09,71395.15,28509278.0,22332470.0,34632924.0,163.66,86.82,277.11,14.0,14.0,14.0,3607.72,3607.37,3608.25,1088.96,1088.96,1088.96,0.0,0.0,0.0,28509278.0,22332470.0,34632924.0,0.0,0.0,0.0,103626.0,75767.15,127447.4,49907676.0,3.3394,1,1,1.1341,0,0.5355,1,7739.84,11257.84,4688.05,1359.24,1977.06,823.3,763.87,1208.75,411.85,0.0,0.0,0.0,763.8699,1208.746,411.8528
Azad Jammu and Kashmir,Pakistan,2022-01-06,34.027401,73.947253,34682.0,746.0,,8269.51,17250.11,2533.26,8649.47,4337.32,14919.71,3795865.0,3101263.0,4709544.0,2.51,1.27,4.31,0.22,0.22,0.22,748.3,747.4,749.78,5.32,5.32,5.32,77705.98,58022.13,110333.7,3718159.0,3041023.0,4598599.0,3692.617,1079.242,7791.791,4576.896,1462.0,9458.322,4334762.0,41.3474,1,1,1.1482,0,0.3789,1,43.54,86.61,21.2,7.78,15.71,3.73,6.54,19.76,2.04,2.68812,7.950314,0.8390742,3.85443,11.66502,1.199785
Balochistan,Pakistan,2022-01-06,28.328492,65.898403,33654.0,366.0,,9210.36,19982.83,2926.83,11874.06,6505.44,20420.72,9841955.0,6722139.0,12299607.0,13.15,7.21,22.61,0.41,0.41,0.41,366.37,366.04,366.82,1.96,1.96,1.96,104954.7,71746.07,152133.9,9737000.0,6645830.0,12167499.0,3181.682,969.2959,7109.487,6028.682,1955.754,12873.34,13398367.0,40.0199,1,1,1.138,0,0.252,1,92.12,164.73,42.41,16.41,28.55,7.71,2.34,5.09,0.48,0.7289396,1.591055,0.1505854,1.612584,3.500191,0.3339257
Gilgit-Baltistan,Pakistan,2022-01-06,35.792146,74.982138,10429.0,186.0,,1102.37,2177.44,527.83,3605.2,1866.75,6324.53,1914506.0,1269104.0,2570494.0,0.01,0.0,0.02,0.0,0.0,0.0,187.07,186.51,187.95,0.2,0.19,0.22,20612.39,12305.97,31370.83,1893893.0,1251440.0,2540700.0,396.2895,188.9932,788.2382,706.0787,338.8341,1389.201,2227138.0,41.3474,1,1,1.1508,0,0.3512,1,0.56,1.13,0.19,0.12,0.23,0.04,0.13,0.26,0.05,0.04478547,0.08499465,0.01793327,0.08819728,0.1701239,0.0368487
Islamabad,Pakistan,2022-01-06,33.665087,73.121219,108984.0,967.0,,13150.83,32645.72,4713.37,2838.88,1720.17,4634.16,1662632.0,908919.2,2550649.0,0.03,0.03,0.03,0.01,0.01,0.02,974.19,971.09,978.08,86.03,86.03,86.03,81868.19,30036.62,181256.1,1580764.0,871801.3,2378222.0,5787.717,1993.905,14622.44,7363.115,2723.284,18023.28,2155173.0,37.5138,1,1,1.148,0,0.4102,1,114.76,327.11,42.79,20.58,60.19,7.42,22.33,76.93,5.45,9.43363,33.14029,2.061282,12.90038,43.53844,3.359679
Khyber Pakhtunkhwa,Pakistan,2022-01-06,34.485332,72.09169,181573.0,5938.0,,68597.99,137710.4,23619.76,109734.9,52226.6,198728.7,56006138.0,28350318.0,91287988.0,26.42,12.59,47.83,1.43,1.43,1.43,5939.38,5938.74,5940.4,40.96,40.96,40.96,1839012.0,432473.3,5787225.0,54167126.0,27901974.0,86332014.0,25761.84,8639.319,52242.53,42836.15,14980.44,85467.84,38100471.0,45.305,1,1,1.1484,0,0.2734,1,1449.41,6244.01,283.71,255.94,1085.44,50.62,142.19,628.4,17.85,60.58463,269.3954,7.046371,81.60578,359.0072,10.80544
Punjab,Pakistan,2022-01-06,30.811346,72.139132,446300.0,13076.0,,294965.0,436413.7,205674.4,227446.0,116705.8,398869.4,85893796.0,65490528.0,110106798.0,14.94,7.68,26.17,0.86,0.86,0.86,13077.9,13077.29,13078.85,353.46,353.46,353.46,2716880.0,1570763.0,4981224.0,83176916.0,63980025.0,105636601.0,127585.2,88588.53,189725.8,167379.8,117086.6,246356.0,113939260.0,42.5216,1,1,1.1435,0,0.4095,1,2048.83,6217.45,962.16,366.92,1109.45,170.15,331.52,1094.23,136.61,152.4789,517.9715,61.1183,179.0406,576.2589,74.52874
Sindh,Pakistan,2022-01-06,26.009446,68.776807,484226.0,7676.0,,517902.0,736427.2,352893.0,89304.67,47376.57,151206.8,58915462.0,43995639.0,79778765.0,13.39,7.12,22.65,1.15,1.14,1.15,7640.82,7639.99,7642.09,655.1,655.1,655.1,3696692.0,2028158.0,7322926.0,55218770.0,41799466.0,72455839.0,220109.9,148996.5,314936.5,297792.1,202504.0,421552.5,49907676.0,38.6588,1,1,1.1341,0,0.4182,1,3413.06,11298.33,1203.37,611.48,1993.76,212.89,539.84,1571.05,173.67,233.548,683.5543,70.33287,306.2923,887.4928,102.2143
Azad Jammu and Kashmir,Pakistan,2021-01-07,34.027401,73.947253,8416.0,232.0,7871.0,4756.48,6768.56,2982.1,2691.66,1350.98,4641.16,1397582.0,1118372.0,1684071.0,14.9,7.47,25.7,1.29,1.29,1.29,232.89,232.5,233.53,20.39,20.39,20.39,0.0,0.0,0.0,1397582.0,1118372.0,1684071.0,0.0,0.0,0.0,4756.485,2982.1,6768.56,4334762.0,6.1928,1,1,1.1496,0,0.4221,1,537.72,957.3,262.52,94.88,168.91,46.32,60.6,114.94,22.0,0.0,0.0,0.0,60.59735,114.9398,21.9974
Balochistan,Pakistan,2021-01-07,28.328492,65.898403,18300.0,186.0,17883.0,6271.8,10020.36,3058.38,6047.52,3312.67,10401.23,5910691.0,3950480.0,7284806.0,13.92,7.63,23.94,0.43,0.43,0.43,186.59,186.44,186.83,22.89,22.89,22.89,0.0,0.0,0.0,5910691.0,3950480.0,7284806.0,0.0,0.0,0.0,6271.799,3058.378,10020.36,13398367.0,11.9232,1,1,1.1393,0,0.2778,1,551.66,951.02,275.49,97.34,167.8,48.61,52.4,95.58,23.02,0.0,0.0,0.0,52.40026,95.5849,23.02016
Gilgit-Baltistan,Pakistan,2021-01-07,35.792146,74.982138,4874.0,101.0,4722.0,334.59,494.74,199.34,1965.2,1016.86,3448.92,1123303.0,641393.3,1508740.0,0.77,0.41,1.33,0.04,0.04,0.04,101.96,101.71,102.36,1.92,1.92,1.92,0.0,0.0,0.0,1123303.0,641393.3,1508740.0,0.0,0.0,0.0,334.5915,199.3359,494.7364,2227138.0,6.1928,1,1,1.1522,0,0.327,1,30.26,54.4,14.74,5.34,9.6,2.6,1.85,4.17,0.79,0.0,0.0,0.0,1.847846,4.169726,0.7869782
Islamabad,Pakistan,2021-01-07,33.665087,73.121219,38687.0,434.0,35916.0,1213.79,1920.13,644.78,1274.58,772.23,2080.72,773434.8,412597.3,1100111.0,5.86,3.55,9.57,2.01,2.01,2.02,437.38,436.02,439.09,139.53,139.53,139.53,0.0,0.0,0.0,773434.8,412597.3,1100111.0,0.0,0.0,0.0,1213.789,644.7783,1920.134,2155173.0,-5.3044,1,1,1.1494,0,0.5264,1,258.16,385.51,136.84,45.55,68.02,24.14,22.48,34.57,10.65,0.0,0.0,0.0,22.4832,34.56621,10.6488
Khyber Pakhtunkhwa,Pakistan,2021-01-07,34.485332,72.09169,60229.0,1702.0,55372.0,65334.54,90806.15,37997.06,31530.87,15008.32,57099.44,22422815.0,13793089.0,26395965.0,159.72,76.02,289.25,8.64,8.64,8.65,1706.63,1706.34,1707.09,273.82,273.82,273.82,0.0,0.0,0.0,22422815.0,13793089.0,26395965.0,0.0,0.0,0.0,65334.54,37997.06,90806.15,38100471.0,17.0183,1,1,1.1498,0,0.3614,1,5187.46,10086.81,2467.96,915.29,1779.75,435.45,475.32,1047.86,170.84,0.0,0.0,0.0,475.3227,1047.859,170.843
Punjab,Pakistan,2021-01-07,30.811346,72.139132,142835.0,4203.0,129102.0,112138.6,150426.4,85005.25,73222.03,37572.46,128406.8,36692802.0,29411073.0,44811423.0,371.47,190.61,651.44,21.36,21.36,21.36,4210.2,4209.93,4210.62,679.67,679.67,679.67,0.0,0.0,0.0,36692802.0,29411073.0,44811423.0,0.0,0.0,0.0,112138.6,85005.25,150426.4,113939260.0,7.4431,1,1,1.1449,0,0.3999,1,15621.32,24586.89,8608.22,2756.27,4338.19,1518.86,1358.72,2434.16,664.27,0.0,0.0,0.0,1358.724,2434.164,664.2677
Sindh,Pakistan,2021-01-07,26.009446,68.776807,221734.0,3653.0,199649.0,100860.6,135550.5,75814.49,42322.66,22451.92,71659.53,28610138.0,22405835.0,34756828.0,156.15,82.84,264.39,13.36,13.36,13.36,3621.08,3620.73,3621.61,1115.32,1115.32,1115.32,0.0,0.0,0.0,28610138.0,22405835.0,34756828.0,0.0,0.0,0.0,100860.6,75814.49,135550.5,49907676.0,3.0062,1,1,1.1353,0,0.5342,1,7777.06,11405.84,4717.6,1372.21,2012.48,832.39,768.87,1223.37,411.78,0.0,0.0,0.0,768.8676,1223.37,411.7803
Azad Jammu and Kashmir,Pakistan,2022-01-07,34.027401,73.947253,34689.0,746.0,,11306.34,21705.15,4204.7,8652.81,4339.01,14925.45,3807171.0,3111294.0,4726015.0,3.33,1.68,5.73,0.29,0.29,0.29,748.59,747.69,750.07,5.24,5.24,5.24,82801.78,61876.97,114868.5,3724370.0,3046590.0,4607356.0,5095.799,1816.342,9884.047,6210.54,2431.758,11822.97,4334762.0,42.0082,1,1,1.1496,0,0.3802,1,47.54,107.97,22.63,8.53,19.64,3.96,7.93,19.93,3.01,3.297473,8.232203,1.245395,4.637434,11.69792,1.745938
Balochistan,Pakistan,2022-01-07,28.328492,65.898403,33655.0,366.0,,11574.92,23644.93,4030.27,11885.66,6511.8,20440.67,9853530.0,6726692.0,12308182.0,11.61,6.36,19.95,0.36,0.36,0.36,366.72,366.4,367.17,1.89,1.89,1.89,109012.5,73951.02,156927.9,9744517.0,6648874.0,12173227.0,4057.775,1371.822,8479.31,7517.148,2657.572,15165.62,13398367.0,40.4924,1,1,1.1393,0,0.2506,1,87.22,151.18,40.03,15.59,27.24,7.28,2.28,4.89,0.49,0.7141126,1.537239,0.1518294,1.565893,3.351726,0.3343762
Gilgit-Baltistan,Pakistan,2022-01-07,35.792146,74.982138,10429.0,186.0,,1321.84,2537.46,662.44,3605.2,1866.76,6324.54,1915827.0,1270485.0,2571805.0,0.01,0.0,0.02,0.0,0.0,0.0,187.07,186.51,187.95,0.41,0.39,0.43,21091.23,12548.42,32287.39,1894736.0,1252322.0,2541536.0,478.8324,239.1166,924.8367,843.0092,423.327,1612.621,2227138.0,42.0082,1,1,1.1522,0,0.3505,1,0.86,1.69,0.34,0.18,0.35,0.07,0.25,0.47,0.1,0.08450729,0.1598919,0.03445335,0.1629606,0.3134251,0.06771675
Islamabad,Pakistan,2022-01-07,33.665087,73.121219,109093.0,967.0,,15526.45,37353.45,6075.46,2838.91,1720.2,4634.19,1678158.0,921406.8,2586322.0,0.03,0.03,0.03,0.01,0.01,0.02,974.2,971.1,978.1,93.82,93.82,93.82,88759.27,33755.8,189280.2,1589399.0,878814.6,2395272.0,6891.078,2588.024,16895.22,8635.374,3485.09,20458.23,2155173.0,38.1203,1,1,1.1494,0,0.425,1,140.51,402.45,46.44,25.26,74.21,8.26,25.6,93.05,5.85,10.94101,40.43633,2.264768,14.66004,52.41344,3.627281
Khyber Pakhtunkhwa,Pakistan,2022-01-07,34.485332,72.09169,181614.0,5941.0,,87976.67,163505.8,31573.19,109761.4,52239.19,198776.6,56094114.0,28385357.0,91391105.0,26.42,12.59,47.83,1.43,1.43,1.43,5940.81,5940.17,5941.83,41.46,41.46,41.46,1872290.0,446524.1,5825571.0,54221824.0,27924105.0,86395307.0,33278.21,11656.99,62467.38,54698.46,19916.19,101058.9,38100471.0,46.3867,1,1,1.1498,0,0.2752,1,1485.5,6423.24,286.34,263.09,1135.51,50.55,141.31,647.6,17.02,60.56159,278.7553,6.784441,80.74386,368.8436,10.2314
Punjab,Pakistan,2022-01-07,30.811346,72.139132,446676.0,13077.0,,326404.4,482886.8,229445.4,227461.0,116713.5,398895.5,86220201.0,65721191.0,110489399.0,14.94,7.68,26.17,0.86,0.86,0.86,13078.76,13078.15,13079.71,392.53,392.53,392.53,2859090.0,1676211.0,5174407.0,83361110.0,64110845.0,105850809.0,142210.4,99683.6,210965.7,184194.0,129912.0,271921.1,113939260.0,43.3596,1,1,1.1449,0,0.4066,1,2384.04,7239.99,1098.21,428.36,1295.77,196.45,380.99,1252.21,151.49,176.6655,596.4987,69.03272,204.3203,655.7146,83.20813
Sindh,Pakistan,2022-01-07,26.009446,68.776807,484985.0,7678.0,,537157.3,753192.3,364576.6,89318.9,47384.12,151230.8,59452620.0,44411638.0,80525266.0,14.22,7.56,24.06,1.22,1.22,1.22,7642.04,7641.21,7643.31,734.67,734.67,734.67,3926961.0,2193102.0,7654887.0,55525659.0,42053445.0,72870379.0,230268.9,154404.2,325169.3,306888.4,210049.5,428087.2,49907676.0,38.8422,1,1,1.1353,0,0.42,1,3884.83,12867.36,1335.01,697.44,2292.88,238.66,584.68,1744.37,185.31,254.881,764.5064,75.86608,329.8037,979.8611,109.3698
Azad Jammu and Kashmir,Pakistan,2021-01-08,34.027401,73.947253,8430.0,234.0,7894.0,4811.27,6870.38,3048.2,2704.08,1357.21,4662.58,1402393.0,1121811.0,1690960.0,12.42,6.23,21.42,1.07,1.07,1.08,233.97,233.57,234.61,17.89,17.89,17.89,0.0,0.0,0.0,1402393.0,1121811.0,1690960.0,0.0,0.0,0.0,4811.275,3048.203,6870.383,4334762.0,5.7141,1,1,1.1503,0,0.4186,1,559.21,995.19,267.31,99.13,176.41,47.38,58.61,111.46,20.83,0.0,0.0,0.0,58.60514,111.4574,20.83181
Balochistan,Pakistan,2021-01-08,28.328492,65.898403,18314.0,186.0,17893.0,5518.48,9840.58,2505.47,6061.44,3320.3,10425.17,5916209.0,3955403.0,7291782.0,13.92,7.63,23.94,0.43,0.43,0.43,187.02,186.87,187.26,24.32,24.32,24.32,0.0,0.0,0.0,5916209.0,3955403.0,7291782.0,0.0,0.0,0.0,5518.482,2505.465,9840.575,13398367.0,11.043,1,1,1.1399,0,0.2767,1,553.94,931.5,281.56,98.19,165.12,49.91,51.35,98.74,20.07,0.0,0.0,0.0,51.3539,98.73755,20.06914
Gilgit-Baltistan,Pakistan,2021-01-08,35.792146,74.982138,4878.0,101.0,4727.0,355.81,476.73,240.11,1965.97,1017.27,3450.26,1123659.0,641631.5,1509135.0,0.77,0.41,1.33,0.04,0.04,0.04,102.0,101.75,102.4,1.82,1.82,1.82,0.0,0.0,0.0,1123659.0,641631.5,1509135.0,0.0,0.0,0.0,355.8107,240.1072,476.7283,2227138.0,5.7141,1,1,1.1529,0,0.3277,1,26.65,49.66,12.99,4.72,8.8,2.3,1.74,3.9,0.74,0.0,0.0,0.0,1.742823,3.900691,0.7443886
Islamabad,Pakistan,2021-01-08,33.665087,73.121219,38842.0,436.0,36231.0,1153.3,1821.98,657.77,1280.44,775.78,2090.29,774588.1,413268.9,1101465.0,5.86,3.55,9.57,2.01,2.01,2.02,439.39,438.02,441.1,137.46,137.46,137.46,0.0,0.0,0.0,774588.1,413268.9,1101465.0,0.0,0.0,0.0,1153.304,657.7682,1821.982,2155173.0,-5.6641,1,1,1.1501,0,0.5188,1,250.58,371.12,135.45,44.42,65.78,24.01,21.68,32.95,10.49,0.0,0.0,0.0,21.68476,32.95021,10.48702
