Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,Temp,Wind,Barometer,Visibility,Weather
Azad Jammu and Kashmir,Pakistan,2/22/2021,34.027401,73.947253,9828,288,8971,6924.27,9212.83,5202.98,3366.93,1689.53,5806.04,1641363,1316348,1979673,19.02,9.53,32.82,1.65,1.64,1.65,291.31,290.85,292.06,58.67,58.67,58.67,0.2787876,0.2179137,0.3522494,1641363,1316348,1979673,0.09432588,0.07091454,0.1253255,6924.18,5202.904,9212.701,4334762,11.8587,1,1,1.1139,0,0.442,1,851.68,1358.14,440.01,167.3,266.79,86.43,78.08,138.44,40.74,0,0,0,78.08399,138.4383,40.74372,25.71,0.29,6.86,0,Sunny.
Balochistan,Pakistan,2/22/2021,28.328492,65.898403,18988,199,18708,3466.71,7209.58,1949.73,6461.05,3539.55,11111.91,6053607,4059710,7458330,2.35,1.3,4.01,0.07,0.07,0.07,199.35,199.18,199.62,8.6,8.6,8.6,0.1009446,0.05788438,0.1993974,6053607,4059710,7458330,0.0384621,0.02187416,0.08054134,3466.673,1949.704,7209.499,13398367,8.9411,1,1,1.106,0,0.2779,1,261.97,443.42,143.44,51.46,87.11,28.18,30.38,58.32,11.94,0,0,0,30.3753,58.31522,11.94046,28.29,4,10.71,0,Scattered clouds.
Gilgit-Baltistan,Pakistan,2/22/2021,35.792146,74.982138,4951,102,4821,39.55,53.59,24.15,1989.04,1029.8,3489.79,1133821,648380.2,1520562,0.42,0.23,0.72,0.02,0.02,0.02,103.21,102.91,103.66,1.39,1.39,1.39,0.001319404,0.0008454018,0.001919578,1133821,648380.2,1520562,0.0004337174,0.0002651894,0.0005874052,39.54687,24.14965,53.58875,2227138,11.8587,1,1,1.1158,0,0.3925,1,28.33,48.3,14,5.56,9.49,2.75,1.59,3.17,0.62,0,0,0,1.586247,3.165347,0.6248737,18.57,1.43,14.43,8.59,Partly sunny.
Islamabad,Pakistan,2/22/2021,33.665087,73.121219,43485,492,41363,3697.78,6088.11,1675.8,1443.19,874.49,2355.81,863716.2,452958.9,1230311,3.15,1.91,5.14,1.08,1.08,1.09,495.24,493.66,497.23,125.67,125.67,125.67,0.1400193,0.06188124,0.228319,863716.1,452958.8,1230311,0.04828959,0.02169153,0.08034884,3697.728,1675.776,6088.033,2155173,0.1931,1,1,1.1137,0,0.4566,1,222.73,348.62,112.85,43.75,68.48,22.17,25.93,44.21,10.34,0,0,0,25.93118,44.2139,10.33727,34.86,0,0,0,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,2/22/2021,34.485332,72.09169,71043,2036,66885,55529.14,76832.83,29613.56,37721.82,17954.94,68310.97,24581384,15118142,29242570,116.17,55.29,210.37,6.29,6.29,6.29,2041.71,2041.38,2042.24,172.82,172.82,172.82,1.898345,1.017524,2.66877,24581382,15118141,29242567,0.6401684,0.3383731,0.8945227,55528.5,29613.22,76831.94,38100471,16.9795,1,1,1.114,0,0.3706,1,3575.31,6855.51,1617.1,702.33,1346.69,317.66,309.5,644.1,119.76,0,0,0,309.4956,644.1022,119.757,45.39,1.25,15.39,7.52,Haze.
Punjab,Pakistan,2/22/2021,30.811346,72.139132,167819,5208,155632,158189.3,216854.5,119827.8,91081.06,46736.11,159726,42104491,33849939,51129973,406.25,208.45,712.44,23.36,23.36,23.36,5237.08,5236.76,5237.56,552.74,552.74,552.74,6.156785,4.572836,8.229893,42104485,33849935,51129965,2.082564,1.573181,2.882715,158187.2,119826.3,216851.6,113939260,14.2478,1,1,1.1103,0,0.4356,1,16663.28,27611.27,9177.86,3273.31,5423.92,1802.88,1498.26,2777.22,669.83,0,0,0,1498.255,2777.219,669.8285,64.9,0.73,3.08,3.12,Passing clouds.
Sindh,Pakistan,2/22/2021,26.009446,68.776807,256220,4292,239111,21322.88,31090.34,15055.57,49758.5,26396.58,84249.71,31509173,24363890,38575585,89.36,47.41,151.29,7.65,7.64,7.65,4257.28,4256.87,4257.91,341.46,341.46,341.46,0.8555143,0.5994303,1.181323,31509172,24363889,38575584,0.2599047,0.1829724,0.3796843,21322.62,15055.39,31089.96,49907676,7.606,1,1,1.103,0,0.5473,1,4305.03,7023.82,2367.04,845.67,1379.75,464.98,328.09,650.66,144.15,0,0,0,328.0937,650.6634,144.1486,34.86,0,0,0,Passing clouds.
Azad Jammu and Kashmir,Pakistan,2/23/2021,34.027401,73.947253,9878,291,9012,6913.77,9078.45,5317.7,3385.13,1698.65,5837.44,1648277,1321972,1988264,18.2,9.12,31.4,1.57,1.57,1.58,292.89,292.43,293.64,61.24,61.24,61.24,0.3920648,0.3025273,0.4957017,1648276,1321972,1988263,0.1132773,0.08646462,0.1490885,6913.658,5317.609,9078.302,4334762,12.1239,1,1,1.1112,0,0.4413,1,858.34,1391.61,436.02,168.1,272.54,85.39,82.27,145.05,43.22,0,0,0,82.26732,145.0539,43.22261,7.14,0,0,0,Overcast.
Balochistan,Pakistan,2/23/2021,28.328492,65.898403,18993,199,18713,4019.38,8113.68,2222.46,6465.71,3542.11,11119.91,6057626,4062415,7462235,4.66,2.56,8,0.14,0.14,0.14,199.49,199.33,199.77,9.6,9.6,9.6,0.1545948,0.09065915,0.2935789,6057626,4062415,7462235,0.05365021,0.02948801,0.1078355,4019.33,2222.429,8113.574,13398367,9.4032,1,1,1.1036,0,0.2791,1,278.56,474.73,150.04,54.55,92.97,29.38,30.61,63.31,10.61,0,0,0,30.60545,63.30837,10.613,7.14,0.71,6.43,0,Haze.
Gilgit-Baltistan,Pakistan,2/23/2021,35.792146,74.982138,4951,102,4826,40.97,55.7,24.3,1989.46,1030.03,3490.51,1133862,648405.9,1520597,0.42,0.23,0.72,0.02,0.02,0.02,103.23,102.93,103.69,1.05,1.05,1.05,0.001859573,0.001175755,0.002668606,1133862,648405.9,1520597,0.0005401694,0.0003204802,0.0007334028,40.97044,24.30034,55.70221,2227138,12.1239,1,1,1.1132,0,0.3957,1,26.51,45,13.12,5.19,8.81,2.57,1.23,2.53,0.48,0,0,0,1.229162,2.532861,0.481116,8.43,0.43,8.57,4.3,Overcast.
Islamabad,Pakistan,2/23/2021,33.665087,73.121219,43623,493,41451,3756.3,5865.46,1760.59,1446.55,876.53,2361.3,867472.5,454719.5,1236317,3.36,2.04,5.48,1.15,1.15,1.16,496.4,494.81,498.39,122.24,122.24,122.24,0.1990333,0.08996727,0.3195789,867472.3,454719.4,1236317,0.05901396,0.02744342,0.09286693,3756.245,1760.56,5865.363,2155173,0.3947,1,1,1.1111,0,0.4494,1,234.81,373.85,116.4,45.98,73.21,22.8,27.62,46.31,10.57,0,0,0,27.61836,46.3055,10.57,9.43,0,0,0,Sunny.
Khyber Pakhtunkhwa,Pakistan,2/23/2021,34.485332,72.09169,71146,2043,67007,57374.94,80011.51,30265.07,37837.99,18010.23,68521.34,24638759,15146329,29314314,116.17,55.29,210.37,6.29,6.29,6.29,2048,2047.67,2048.53,180.17,180.17,180.17,2.694045,1.433082,3.775463,24638756,15146328,29314311,0.7957003,0.4155582,1.115072,57374.15,30264.65,80010.4,38100471,17.3269,1,1,1.1114,0,0.3624,1,3596.86,6940.27,1628.73,704.41,1359.19,318.97,325.11,659.23,124.74,0,0,0,325.1115,659.2325,124.7405,57.45,4.25,36.05,19.77,Passing clouds.
Punjab,Pakistan,2/23/2021,30.811346,72.139132,168348,5237,155948,163178.1,211241,121087.8,91464.95,46933.08,160399.3,42267669,33979059,51331943,383.89,196.98,673.23,22.07,22.07,22.07,5259.15,5258.83,5259.64,572.89,572.89,572.89,8.740563,6.53682,11.93548,42267661,33979053,51331933,2.583779,1.903508,3.359487,163175.5,121085.9,211237.7,113939260,14.5181,1,1,1.1077,0,0.4313,1,16890.74,27756.15,9360.79,3307.91,5435.8,1833.23,1518.89,2743.51,690.28,0,0,0,1518.894,2743.507,690.2832,63.98,3.67,21.71,14.96,Passing clouds.
Sindh,Pakistan,2/23/2021,26.009446,68.776807,256445,4293,239286,20135.33,28320.26,14387.04,49853.7,26447.09,84410.9,31529309,24379303,38598848,95.2,50.51,161.19,8.15,8.14,8.15,4265.42,4265.01,4266.06,333.53,333.53,333.53,1.150624,0.8129745,1.581232,31529307,24379302,38598847,0.2951096,0.2108081,0.4161175,20135.03,14386.83,28319.85,49907676,7.7913,1,1,1.1006,0,0.5496,1,4119.55,6816.08,2218.2,806.78,1334.87,434.42,290.51,564.97,130.94,0,0,0,290.5139,564.9665,130.9408,9.43,0,0,0,Sunny.
Azad Jammu and Kashmir,Pakistan,2/24/2021,34.027401,73.947253,9955,293,9055,6866.22,8764.36,5451.36,3401.68,1706.94,5865.99,1655143,1327740,1996589,16.55,8.29,28.55,1.43,1.43,1.43,294.32,293.86,295.07,60.74,60.74,60.74,0.5236422,0.4091903,0.6550491,1655143,1327739,1996588,0.1315773,0.1032848,0.1685718,6866.089,5451.253,8764.196,4334762,12.4056,1,1,1.1086,0,0.4405,1,865.03,1402.28,435.36,169.18,274.25,85.15,81.87,141.74,41.36,0,0,0,81.86531,141.745,41.36378,24.29,1.29,25,0,Passing clouds.
Balochistan,Pakistan,2/24/2021,28.328492,65.898403,19004,199,18716,4666.47,8520.44,2332.08,6470.37,3544.68,11127.91,6062293,4065863,7467819,4.66,2.56,8,0.14,0.14,0.14,199.64,199.47,199.91,9.46,9.46,9.46,0.2273234,0.132388,0.4305065,6062293,4065863,7467819,0.07272859,0.03643898,0.1333396,4666.397,2332.044,8520.309,13398367,9.875,1,1,1.1011,0,0.2803,1,286.58,519.11,141.73,56.05,101.52,27.72,28.8,62.56,10.37,0,0,0,28.79727,62.56474,10.37127,19.14,4.29,6.43,0,Passing clouds.
Gilgit-Baltistan,Pakistan,2/24/2021,35.792146,74.982138,4954,102,4832,42.85,58.71,24.95,1989.88,1030.27,3491.23,1133905,648432.9,1520633,0.42,0.23,0.72,0.02,0.02,0.02,103.25,102.96,103.71,0.76,0.76,0.76,0.002519835,0.001572964,0.003576374,1133905,648432.9,1520633,0.0006602617,0.0003844775,0.0009034909,42.84683,24.94706,58.70971,2227138,12.4056,1,1,1.1105,0,0.3989,1,24.09,40.54,11.99,4.71,7.93,2.35,0.91,1.95,0.35,0,0,0,0.9077385,1.946788,0.3519356,31.14,2.43,18.43,12.82,Sunny.
Islamabad,Pakistan,2/24/2021,33.665087,73.121219,43753,494,41539,3741.94,5752.77,1878.24,1449.91,878.57,2366.78,871214.5,456597.7,1242090,3.36,2.04,5.48,1.15,1.15,1.16,497.55,495.96,499.55,120.1,120.1,120.1,0.2678266,0.1243539,0.4158051,871214.2,456597.6,1242089,0.06879331,0.03421626,0.1060351,3741.866,1878.206,5752.662,2155173,0.6704,1,1,1.1085,0,0.444,1,247.31,394.36,120.63,48.37,77.13,23.59,28.85,46.94,11.58,0,0,0,28.84842,46.94119,11.57633,25.86,2,7.86,8.52,Sunny.
Khyber Pakhtunkhwa,Pakistan,2/24/2021,34.485332,72.09169,71282,2050,67187,60070.25,86036.32,31113.83,37947.56,18062.38,68719.76,24698829,15175324,29387764,109.57,52.15,198.42,5.93,5.93,5.93,2053.93,2053.6,2054.47,183.1,183.1,183.1,3.668665,1.933377,5.166163,24698825,15175323,29387759,0.97462,0.4997725,1.406757,60069.27,31113.33,86034.92,38100471,17.7181,1,1,1.1088,0,0.3537,1,3644.47,6967.1,1653.92,712.76,1362.57,323.46,340.72,702.12,129.47,0,0,0,340.7236,702.125,129.4661,58.95,4.5,52.11,23.15,Thunderstorms. Partly cloudy.
Punjab,Pakistan,2/24/2021,30.811346,72.139132,168891,5269,156821,170421.8,224440.4,128239.1,91835.18,47123.05,161048.5,42438091,34115444,51537811,370.23,189.97,649.26,21.29,21.29,21.29,5280.44,5280.12,5280.93,574.6,574.6,574.6,11.89646,8.951043,16.42426,42438079,34115435,51537796,3.155895,2.371113,4.188228,170418.7,128236.7,224436.2,113939260,14.7967,1,1,1.1052,0,0.4271,1,17108.45,27807.38,9550.04,3345.94,5438.36,1867.72,1543.88,2785.9,697.63,0,0,0,1543.881,2785.903,697.6315,65.25,1.23,8.44,6.84,Passing clouds.
Sindh,Pakistan,2/24/2021,26.009446,68.776807,256741,4301,240057,19329.32,26156.4,14708.47,49948.9,26497.6,84572.09,31548638,24395121,38621936,95.2,50.51,161.19,8.15,8.14,8.15,4273.57,4273.16,4274.2,319.32,319.32,319.32,1.481683,1.074732,2.031074,31548636,24395119,38621934,0.3310593,0.2512562,0.4488823,19328.99,14708.22,26155.95,49907676,8.004,1,1,1.0983,0,0.5516,1,3893.84,6483.17,2112.91,761.53,1267.93,413.23,258.64,478.02,123.71,0,0,0,258.6421,478.0228,123.7091,25.86,2,7.86,8.52,Sunny.
Azad Jammu and Kashmir,Pakistan,2/25/2021,34.027401,73.947253,10022,296,9097,6847.72,8649.09,5540.12,3419.88,1716.06,5897.39,1661991,1333578,2004530,18.2,9.12,31.4,1.57,1.57,1.58,295.89,295.43,296.65,59.74,59.74,59.74,0.674216,0.5315423,0.8287809,1661990,1333577,2004529,0.1505738,0.1212395,0.1915245,6847.564,5539.997,8648.898,4334762,12.727,1,1,1.106,0,0.4396,1,868.61,1404.57,435.89,169.63,274.29,85.12,80.72,139.8,40.42,0,0,0,80.72093,139.8021,40.4214,39.43,2,27.14,0,Clear.
Balochistan,Pakistan,2/25/2021,28.328492,65.898403,19010,199,18732,5213.46,9642.51,2796.18,6475.03,3547.24,11135.91,6067506,4069012,7474132,4.66,2.56,8,0.14,0.14,0.14,199.78,199.61,200.05,9.1,9.1,9.1,0.3204864,0.1882378,0.6035999,6067506,4069012,7474131,0.09316303,0.04984437,0.1718951,5213.362,2796.125,9642.342,13398367,10.3934,1,1,1.0987,0,0.2816,1,283.01,516.01,126.72,55.27,100.77,24.75,25.03,58.85,8.24,0,0,0,25.03201,58.85443,8.240364,45.29,8.29,18.86,0,Clear.
Gilgit-Baltistan,Pakistan,2/25/2021,35.792146,74.982138,4955,102,4836,45.35,63.75,25.93,1990.31,1030.5,3491.96,1133950,648461.7,1520671,0.42,0.23,0.72,0.02,0.02,0.02,103.27,102.98,103.73,0.7,0.7,0.7,0.00332115,0.002027365,0.004614036,1133950,648461.7,1520671,0.0008013153,0.0004582852,0.001125005,45.34698,25.93047,63.75004,2227138,12.727,1,1,1.1079,0,0.4021,1,21.4,35.61,10.74,4.18,6.96,2.1,0.82,1.7,0.31,0,0,0,0.8152527,1.700205,0.3086535,50.14,3,16.57,12.79,Passing clouds.
Islamabad,Pakistan,2/25/2021,33.665087,73.121219,43901,494,41640,3702,5610.75,1977.33,1453.48,880.73,2372.61,874916.5,458575.1,1247547,3.57,2.17,5.82,1.23,1.22,1.23,498.78,497.18,500.78,124.67,124.67,124.67,0.3459566,0.1656938,0.5297258,874916.1,458574.9,1247546,0.07812999,0.04133987,0.1188664,3701.92,1977.285,5610.636,2155173,1.0396,1,1,1.1059,0,0.438,1,260.23,414.39,124.86,50.82,80.92,24.38,29.55,48.92,12.35,0,0,0,29.54779,48.92174,12.34603,57.29,10.43,43,21.28,Clear.
Khyber Pakhtunkhwa,Pakistan,2/25/2021,34.485332,72.09169,71490,2058,67448,63837.49,93151.45,32543.99,38057.13,18114.53,68918.18,24762666,15205427,29463615,109.57,52.15,198.42,5.93,5.93,5.93,2059.86,2059.52,2060.4,189.82,189.82,189.82,4.85734,2.533805,6.905245,24762662,15205424,29463609,1.188675,0.599429,1.743169,63836.3,32543.39,93149.7,38100471,18.1903,1,1,1.1062,0,0.3473,1,3731.19,7070.42,1696.59,728.64,1380.74,331.32,361.62,748.27,137.39,0,0,0,361.6234,748.266,137.392,50.52,4.73,44.61,22.45,Passing clouds.
Punjab,Pakistan,2/25/2021,30.811346,72.139132,169474,5308,157459,180073.9,244544.2,135761.5,92209.13,47314.93,161704.3,42618165,34260766,51754257,373.95,191.88,655.8,21.5,21.5,21.5,5301.94,5301.62,5302.43,588.53,588.53,588.53,15.72241,11.84743,21.68874,42618149,34260754,51754238,3.825951,2.877152,5.264475,180070.1,135758.6,244539,113939260,15.1168,1,1,1.1027,0,0.4239,1,17361.05,27906.58,9763.9,3390.34,5449.72,1906.73,1593.08,2893.88,718.78,0,0,0,1593.081,2893.884,718.7823,61.42,2.73,18.77,13.04,Clear.
Sindh,Pakistan,2/25/2021,26.009446,68.776807,257089,4315,240676,18650.83,22527.82,14332.85,50043.27,26547.67,84731.86,31567289,24410693,38644321,94.37,50.07,159.78,8.07,8.07,8.08,4281.65,4281.23,4282.28,301.17,301.17,301.17,1.847877,1.387676,2.465793,31567287,24410692,38644319,0.366194,0.2819131,0.4425501,18650.46,14332.57,22527.38,49907676,8.256,1,1,1.0959,0,0.552,1,3649.13,6132.14,1973.51,712.62,1197.51,385.4,230.46,411.57,113.42,0,0,0,230.4648,411.573,113.4224,57.29,10.43,43,21.28,Clear.
Azad Jammu and Kashmir,Pakistan,2/26/2021,34.027401,73.947253,10101,296,9144,6850.5,8417.39,5479.85,3443.03,1727.66,5937.34,1668841,1339406,2012736,23.15,11.6,39.95,2,2,2.01,297.89,297.43,298.65,58.39,58.39,58.39,0.8451775,0.6704183,1.028111,1668840,1339405,2012735,0.1709615,0.1362501,0.2101151,6850.324,5479.711,8417.177,4334762,13.1024,1,1,1.1047,0,0.4387,1,871.36,1403.53,436.35,170.38,274.44,85.32,81.38,141.48,42.58,0,0,0,81.38162,141.478,42.5771,46.14,2.57,42.14,0,Overcast.
Balochistan,Pakistan,2/26/2021,28.328492,65.898403,19035,200,18734,5753.72,9827.81,3293.86,6479.69,3549.8,11143.91,6073260,4073057,7480120,4.66,2.56,8,0.14,0.14,0.14,199.93,199.76,200.2,9.6,9.6,9.6,0.4371309,0.2617939,0.8167858,6073260,4073057,7480119,0.1166445,0.06636031,0.2002758,5753.599,3293.792,9827.606,13398367,10.9975,1,1,1.0975,0,0.2829,1,269.85,507.3,111.61,52.77,99.2,21.82,20.66,48.96,3.78,0,0,0,20.66027,48.96028,3.779004,45.86,9.71,20.14,0,Haze.
Gilgit-Baltistan,Pakistan,2/26/2021,35.792146,74.982138,4956,102,4840,47.42,67.14,26.23,1990.73,1030.73,3492.68,1133998,648490.7,1520710,0.42,0.23,0.72,0.02,0.02,0.02,103.3,103,103.76,0.63,0.63,0.63,0.004271313,0.002536292,0.005841007,1133998,648490.7,1520710,0.0009501634,0.0005277009,0.001347821,47.42337,26.23135,67.13375,2227138,13.1024,1,1,1.1065,0,0.4054,1,18.5,30.5,9.38,3.62,5.96,1.84,0.72,1.49,0.26,0,0,0,0.7165459,1.486718,0.2611269,61.43,8.29,42.14,25.6,Partly sunny.
Islamabad,Pakistan,2/26/2021,33.665087,73.121219,44032,496,41765,3672.3,5520.46,2085.84,1457.05,882.9,2378.43,878588.8,460660.9,1252858,3.57,2.17,5.82,1.23,1.22,1.23,500,498.4,502.01,127.24,127.24,127.24,0.4339871,0.2151885,0.6579926,878588.3,460660.7,1252858,0.08803047,0.04949475,0.1328727,3672.207,2085.785,5520.33,2155173,1.507,1,1,1.1046,0,0.43,1,272.58,434.31,129.63,53.3,84.92,25.35,29.83,49.61,12.61,0,0,0,29.82886,49.60525,12.60904,57.14,6,42.57,21.3,Sunny.
Khyber Pakhtunkhwa,Pakistan,2/26/2021,34.485332,72.09169,71728,2065,67632,68078.68,101193.9,34296.76,38169.33,18167.94,69121.38,24830745,15237080,29542187,112.21,53.41,203.2,6.07,6.07,6.07,2065.94,2065.6,2066.47,203.6,203.6,203.6,6.296504,3.251979,9.053955,24830739,15237077,29542179,1.439164,0.7169524,2.156834,68077.24,34296.05,101191.7,38100471,18.7692,1,1,1.1049,0,0.3404,1,3863.09,7260.86,1758.77,755.38,1419.77,343.91,387.44,800.16,147.47,0,0,0,387.4443,800.1638,147.4737,41.07,4.5,43.41,19.06,Thunderstorms. Partly cloudy.
Punjab,Pakistan,2/26/2021,30.811346,72.139132,170222,5323,159295,191167.1,260953.5,143360,92593.02,47511.91,162377.6,42809332,34418508,51986446,383.89,196.98,673.23,22.07,22.07,22.07,5324.01,5323.69,5324.51,612.17,612.17,612.17,20.33246,15.33294,28.06279,42809312,34418492,51986422,4.610048,3.446258,6.374056,191162.4,143356.6,260947.2,113939260,15.5036,1,1,1.1014,0,0.4218,1,17661.35,28079.74,9981.91,3453.46,5490.65,1951.84,1653.04,3012.9,748.65,0,0,0,1653.037,3012.904,748.6529,58.92,1.75,14.79,8.69,Clear.
Sindh,Pakistan,2/26/2021,26.009446,68.776807,257408,4322,240983,18600.55,22424.16,14004.14,50141.82,26599.96,84898.71,31585889,24426258,38666827,98.54,52.28,166.84,8.43,8.43,8.43,4290.08,4289.66,4290.71,286.67,286.67,286.67,2.262283,1.739749,2.918072,31585887,24426256,38666824,0.414406,0.3122085,0.499655,18600.14,14003.83,22423.66,49907676,8.5461,1,1,1.0947,0,0.5501,1,3393.05,5686.5,1851.31,663.47,1111.92,362,208.85,348.83,106.14,0,0,0,208.8501,348.831,106.1402,57.14,6,42.57,21.3,Sunny.
Azad Jammu and Kashmir,Pakistan,2/27/2021,34.027401,73.947253,10147,297,9185,6980.57,8684.36,5614.38,3466.18,1739.26,5977.3,1675822,1345499,2021126,23.15,11.6,39.95,2,2,2.01,299.9,299.43,300.66,54.74,54.74,54.74,1.040481,0.8334689,1.285927,1675821,1345498,2021124,0.1953031,0.1566679,0.2431417,6980.379,5614.224,8684.12,4334762,13.529,1,1,1.1032,0,0.4379,1,873.82,1410.34,438.7,171.79,277.27,86.25,80,144.87,41.72,2.35E-05,0.000189947,0,79.99741,144.8715,41.71705,,,,,
Balochistan,Pakistan,2/27/2021,28.328492,65.898403,19038,200,18743,6203.71,10275.02,3703.5,6484.35,3552.37,11151.91,6079464,4078332,7486633,4.66,2.56,8,0.14,0.14,0.14,200.07,199.9,200.34,10.39,10.39,10.39,0.5779713,0.3553405,1.058315,6079463,4078331,7486633,0.1408403,0.08380741,0.2335791,6203.57,3703.411,10274.79,13398367,11.7069,1,1,1.0961,0,0.2842,1,251.92,505.13,100.71,49.53,99.31,19.8,18.54,43.76,2.67,4.45E-06,4.42E-05,0,18.54349,43.76372,2.66525,,,,,
Gilgit-Baltistan,Pakistan,2/27/2021,35.792146,74.982138,4956,102,4840,55.17,105,26.9,1991.15,1030.96,3493.4,1134053,648531.1,1520750,0.42,0.23,0.72,0.02,0.02,0.02,103.32,103.02,103.78,0.56,0.56,0.56,0.005511898,0.003141748,0.008038111,1134053,648531.1,1520750,0.001240585,0.0006042422,0.002369416,55.16818,26.8987,104.999,2227138,13.529,1,1,1.105,0,0.4088,1,15.55,25.62,7.93,3.06,5.04,1.56,0.61,1.27,0.23,1.57E-07,1.30E-06,0,0.6138402,1.265361,0.2260175,,,,,
Islamabad,Pakistan,2/27/2021,33.665087,73.121219,44106,496,41894,3671.42,5690.56,2208.49,1460.2,884.81,2383.57,882260.2,462873.7,1258126,3.15,1.91,5.14,1.08,1.08,1.09,501.08,499.48,503.1,130.74,130.74,130.74,0.5326833,0.2740593,0.8063567,882259.6,462873.4,1258125,0.0986962,0.05887076,0.1535069,3671.316,2208.429,5690.402,2155173,2.0538,1,1,1.1031,0,0.4241,1,282.24,447.65,134.16,55.49,88.01,26.38,29.87,48.74,12.83,8.05E-06,5.80E-05,0,29.86917,48.74478,12.8317,,,,,
Khyber Pakhtunkhwa,Pakistan,2/27/2021,34.485332,72.09169,72003,2070,67803,73060.13,111062.2,36390.21,38278.9,18220.09,69319.79,24903805,15270574,29626148,109.57,52.15,198.42,5.93,5.93,5.93,2071.86,2071.53,2072.41,213.46,213.46,213.46,8.028347,4.104168,11.71189,24903797,15270570,29626138,1.731844,0.8521892,2.659085,73058.4,36389.36,111059.5,38100471,19.4516,1,1,1.1034,0,0.3299,1,4014.41,7509.8,1833.44,789.22,1476.41,360.45,406.86,840.97,153.83,0.0001329701,0.001221509,0,406.8578,840.9698,153.8308,,,,,
Punjab,Pakistan,2/27/2021,30.811346,72.139132,170817,5337,160685,202377.6,271253,154289,92998.04,47719.73,163087.8,43011710,34586934,52237341,405.01,207.81,710.27,23.29,23.29,23.29,5347.3,5346.98,5347.8,631.39,631.39,631.39,25.80224,19.49462,35.49183,43011684,34586913,52237310,5.469782,4.155671,7.429032,202372.1,154284.9,271245.6,113939260,15.9631,1,1,1.1,0,0.4202,1,17985.95,28445.03,10206.67,3536,5592.23,2006.61,1695.3,3042.02,766.22,0.0005127462,0.004238721,0,1695.296,3042.021,766.2154,,,,,
Sindh,Pakistan,2/27/2021,26.009446,68.776807,257730,4335,241256,19195.56,23869.89,14794.25,50251.22,26657.99,85083.93,31605085,24442776,38691244,109.4,58.04,185.22,9.36,9.36,9.36,4299.44,4299.02,4300.08,278.96,278.96,278.96,2.7412,2.158158,3.483765,31605082,24442774,38691241,0.4789169,0.3683071,0.5970784,19195.08,14793.88,23869.3,49907676,8.861,1,1,1.0934,0,0.5491,1,3131.76,5194.62,1736.35,615.7,1021.25,341.36,195.05,324.01,98.87,4.85E-05,0.0004105154,0,195.0457,324.0132,98.87463,,,,,
Azad Jammu and Kashmir,Pakistan,2/28/2021,34.027401,73.947253,10198,297,9195,7290.34,9424.41,5878.11,3486.03,1749.21,6011.55,1683112,1351935,2029550,19.85,9.95,34.25,1.72,1.72,1.72,301.61,301.15,302.38,50.96,50.96,50.96,1.266528,1.0216,1.558532,1683111,1351934,2029548,0.2260475,0.1821328,0.2935654,7290.111,5877.924,9424.12,4334762,13.9858,1,1,1.1003,0,0.437,1,875.17,1415.97,438.88,172.79,279.56,86.65,77.75,136.42,40.12,0.0001165996,0.0006884842,0,77.7504,136.4156,40.12293,6.71,0.29,9.14,0,Clear.
Balochistan,Pakistan,2/28/2021,28.328492,65.898403,19045,200,18745,6681.44,11658.27,4097.72,6489.01,3554.93,11159.91,6086145,4083557,7494197,4.66,2.56,8,0.14,0.14,0.14,200.21,200.04,200.49,10.46,10.46,10.46,0.7460405,0.4674729,1.344956,6086144,4083557,7494196,0.1680692,0.1025677,0.2906193,6681.274,4097.62,11657.98,13398367,12.5032,1,1,1.0933,0,0.2855,1,233.86,479.01,94.62,46.17,94.57,18.68,18.24,43.95,2.69,2.07E-05,0.0001317001,0,18.23884,43.94919,2.685027,33.71,12.71,36.86,0,Overcast.
